link;brand;warranty;processor;ram;hardDrive;grapCard;capGrapCard;opSystem;screenSize;price
https://www.ktronix.com/computador-portatil-asus-vivobook-16-pulgadas-x1605za-intel-core-i7-ram-16gb-disco-ssd-512-gb-negro/p/4711387071137;ASUS;12 Meses;Intel Core I7;16 GB;Estado Solido SSD 512 GB;;;Windows;16 Pulgadas;4.199.000
https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-ideapad-5-amd-r5-ram-16gb-disco-ssd-512gb-azul/p/196802941235;LENOVO;12 Meses;AMD R5;16 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;2.999.000
https://www.ktronix.com/computador-portatil-asus-14-pulgadas-x415ea-intel-pentium-gold-ram-8gb-disco-ssd-256-gb-plateado/p/4711081811893;ASUS;12 Meses;Intel Pentium;8 GB;Estado Solido SSD 256 GB;;;Windows;14 Pulgadas;1.499.000
https://www.ktronix.com/computador-portatil-hp-156-pulgadas-ef2500la-amd-ryzen-7-ram-16gb-disco-ssd-512-gb-dorado/p/196337755710;HP;12 Meses;AMD R7;16 GB;Estado Solido SSD 512 GB;;;Windows;15.6 Pulgadas;3.249.000
https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-ideapad-1-intel-core-i5-ram-8gb-disco-ssd-512gb-azul/p/196802802192;LENOVO;12 Meses;Intel Core I5;8 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;2.119.000
https://www.ktronix.com/computador-portatil-asus-14-pulgadas-e410ma-intel-celeron-ram-4gb-disco-ssd-256-gb-azul/p/4711081812692;ASUS;12 Meses;Intel Celeron;4 GB;Estado Solido SSD 256 GB;;;Windows;14 Pulgadas;1.199.000
https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-ideapad-3-amd-ryzen-5-ram-8gb-disco-ssd-256gb-azul/p/196802802055;LENOVO;12 Meses;AMD R5;8 GB;Disco Duro HDD 256 GB;;;Windows;14 Pulgadas;1.999.000
https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-ideapad-3-intel-ci3-ram-8gb-disco-ssd-512gb-azul/p/196802790864;LENOVO;12 Meses;Intel Core I3;8 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;1.999.000
https://www.ktronix.com/computador-portatil-acer-156-pulgadas-5894-intel-ci5-ram-8gb-disco-ssd-512gb-azul-glaciar/p/4711121319181;ACER;12 Meses;Intel Core I5;8 GB;Estado Solido SSD 512 GB;;;Windows;15.6 Pulgadas;3.299.000
https://www.ktronix.com/computador-portatil-hp-pavilion-14-pulgadas-dv2000la-intel-core-i5-ram-8gb-disco-ssd-512-gb-dorado/p/196548561858;HP;12 Meses;Intel Core I5;8 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;3.299.000
https://www.ktronix.com/computador-portatil-asus-156-pulgadas-x515ea-intel-core-i7-ram-8gb-disco-ssd-512-gb-gris/p/4711081887980;ASUS;12 Meses;Intel Core I7;8 GB;Estado Solido SSD 512 GB;;;Windows;15.6 Pulgadas;3.299.000
https://www.ktronix.com/computador-portatil-2-en-1-hp-envy-133-pulgadas-ay1021la-amd-ryzen-5-ram-8gb-disco-ssd-512-gb-negro/p/196548768462;HP;12 Meses;AMD R5;8 GB;512 GB SSD;;;Windows;13.3 Pulgadas;4.399.000
https://www.ktronix.com/computador-portatil-lenovo-156-pulgadas-ideapad-5-intel-core-i5-ram-16gb-disco-ssd-256gb-gris/p/196380555831;LENOVO;12 Meses;Intel Core I5;16 GB;Estado Solido SSD 256 GB;;;Windows;15.6 Pulgadas;3.399.000
https://www.ktronix.com/computador-portatil-hp-14-pulgadas-fq1011la-amd-ryzen-5-ram-8gb-disco-ssd-256-gb-plateado/p/196548546107;HP;12 Meses;AMD R5;8 GB;Estado Solido SSD 256 GB;;;Windows;14 Pulgadas;1.899.000
https://www.ktronix.com/computador-portatil-gamer-victus-hp-156-pulgadas-fb0100la-amd-ryzen-5-ram-8gb-disco-ssd-256-gb-negro/p/196548844883;HP;12 Meses;AMD R5;8 GB;Estado Solido SSD 256 GB;GeForce GTX 1650;;Windows;15.6 Pulgadas;3.299.000
https://www.ktronix.com/computador-portatil-pavilion-hp-14-pulgadas-dv2003la-intel-core-i7-ram-12gb-disco-ssd-512-gb-dorado/p/196548561872;HP;12 Meses;Intel Core I7;12 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;4.599.000
https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-ideapad-1-intel-core-i3-ram-8gb-disco-ssd-512gb-azul/p/196802802239;LENOVO;12 Meses;Intel Core I3;8 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;1.999.000
https://www.ktronix.com/computador-portatil-hp-14-pulgadas-dq0508la-intel-pentium-ram-8gb-disco-ssd-256-gb-azul/p/196786001185;HP;12 Meses;Intel Pentium;8 GB;Estado Solido SSD 256 GB;;;Windows;14 Pulgadas;1.499.000
https://www.ktronix.com/computador-portatil-hp-14-pulgadas-dq5000la-intel-core-i5-ram-8gb-disco-ssd-512-gb-plateado/p/197029538673;HP;12 Meses;Intel Core I5;8 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;2.879.000
https://www.ktronix.com/computador-portatil-hp-pavilion-133-pulgadas-be0500la-amd-ryzen-5-ram-8gb-disco-sdd-512-gb-plata/p/196068158484;HP;12 Meses;AMD R5;8 GB;Estado Solido SSD 512 GB;;;Windows;13.3 Pulgadas;3.099.000
https://www.ktronix.com/macbook-pro-14pulgadas-mphe3e-a-chip-m2-pro-ram-16gb-ssd-512gb-gris/p/194253317876;APPLE;12 Meses;Apple M2 Pro;16 GB;512 GB SSD;;;MacOS;14 Pulgadas;13.379.000
https://www.ktronix.com/computador-portatil-2-en-1-hp-14-pulgadas-dy0005la-intel-core-i3-ram-8gb-disco-ssd-256-gb-azul/p/195908220411;HP;12 Meses;Intel Core I3;8 GB;Estado Solido SSD 256 GB;;;Windows;14 Pulgadas;2.699.000
https://www.ktronix.com/computador-portatil-victus-gamer-hp-161-pulgadas-d0510la-intel-core-i7-ram-16gb-disco-ssd-512-gb-azul/p/196337885172;HP;12 Meses;Intel Core I7;16 GB;Estado Solido SSD 512 GB;GeForce RTX 3060;;Windows;16.1 Pulgadas;7.499.000
https://www.ktronix.com/computador-portatil-acer-14-pulgadas-50nm-intel-ci5-ram-8gb-disco-ssd-1tb-rojo/p/4711121309397;ACER;12 Meses;Intel Core I5;8 GB;Estado Solido SSD 1 TB;;;Windows;14 Pulgadas;3.399.000
https://www.ktronix.com/computador-portatil-gamer-victus-hp-156-pulgadas-fb0107la-amd-ryzen-5-ram-8gb-disco-ssd-512-gb-negro/p/196548844975;HP;12 Meses;AMD R5;8 GB;Estado Solido SSD 512 GB;GeForce GTX 1650;;Windows;15.6 Pulgadas;3.399.000
https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-ideapad-3-amd-ryzen-3-ram-8gb-disco-ssd-256gb-azul/p/196802802109;LENOVO;12 Meses;AMD R3;8 GB;Estado Solido SSD 256 GB;;;Windows;14 Pulgadas;1.699.000
https://www.ktronix.com/macbook-air-13-pulgadas-mlxw3e-a-chip-m2-ram-8gb-ssd-256gb-gris/p/194253190936;APPLE;12 Meses;APPLE M2;8 GB;Estado Solido SSD 256 GB;;;MacOS;13.6 Pulgadas;7.939.000
https://www.ktronix.com/computador-portatil-asus-vivobook-156-pulgadas-x1502za-intel-core-i5-ram-8gb-disco-ssd-512-gb-azul/p/4711081765387;ASUS;12 Meses;Intel Core I5;8 GB;Estado Solido SSD 512 GB;;;Windows;15.6 Pulgadas;2.999.000
https://www.ktronix.com/computador-portatil-gamer-acer-156-pulgadas-705r-intel-ci7-ram-16gb-disco-ssd-1tb-negro/p/4711121309465;ACER;12 Meses;Intel Core I7;16 GB;Estado Solido SSD 1 TB;GeForce RTX 3060;6GB DDR6;Windows;15.6 Pulgadas;6.999.000
https://www.ktronix.com/computador-portatil-asus-zenbook-oled-14-pulgadas-ux3402za-intel-core-i5-ram-16gb-disco-ssd-512-gb-azul/p/4711081929659;ASUS;12 Meses;Intel Core I5;16 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;4.999.000
https://www.ktronix.com/computador-portatil-hp-15-pulgadas-ef2524la-amd-r5-ram-8gb-disco-ssd-512-gb-plateado-natural/p/197497269369;HP;12 Meses;AMD R5;8 GB;Estado Solido SSD 512 GB;;;Windows;15 Pulgadas;2.119.000
https://www.ktronix.com/computador-portatil-2-en-1-hp-spectre-135-pulgadas-ef0100la-intel-core-i7-ram-16gb-disco-ssd-1-tb-azul/p/196548673087;HP;12 Meses;Intel Core I7;16 GB;Estado Solido SSD 1 TB;;;Windows;13.5 Pulgadas;8.599.000
https://www.ktronix.com/computador-portatil-asus-14-pulgadas-x415ea-intel-core-i7-ram-8gb-disco-ssd-512-gb-gris/p/4711081788317;ASUS;12 Meses;Intel Core I7;8 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;2.999.000
https://www.ktronix.com/computador-portatil-hp-14-pulgadas-fq1006la-amd-ryzen-3-ram-8gb-disco-ssd-256-gb-azul/p/196548546060;HP;;AMD R3;8 GB;Estado Solido SSD 256 GB;;;Windows;14 Pulgadas;1.649.000
https://www.ktronix.com/computador-portatil-gamer-victus-hp-161-pulgadas-d0505la-intel-core-i5-ram-16gb-disco-ssd-512-gb-azul/p/196337885127;HP;12 Meses;Intel Core I5;16 GB;Estado Solido SSD 512 GB;GeForce GTX 1650;;Windows;16.1 Pulgadas;4.099.000
https://www.ktronix.com/computador-portatil-hp-pavilion-14-pulgadas-dv2009la-intel-core-i5-ram-8gb-disco-ssd-512-gb-rosado/p/196786085741;HP;12 Meses;Intel Core I5;8 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;3.399.000
https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-ideapad-5-intel-ci5-ram-16gb-disco-ssd-512gb-azul/p/196802796095;LENOVO;12 Meses;Intel Core I5;16 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;3.499.000
https://www.ktronix.com/computador-portatil-asus-vivobook-pro-oled-156-pulgadas-k6500zc-intel-core-i7-ram-16gb-disco-ssd-1tb-azul/p/4711081938996;ASUS;12 Meses;Intel Core I7;16 GB;Estado Solido SSD 1 TB;GeForce RTX 3050;4GB GDDR6;Windows;15.6 Pulgadas;7.799.000
https://www.ktronix.com/computador-portatil-gamer-victus-hp-161-pulgadas-d0507la-intel-core-i5-ram-8gb-disco-ssd-512-gb-azul/p/196337885141;HP;12 Meses;Intel Core I5;8 GB;Estado Solido SSD 512 GB;GeForce RTX 3050;;Windows;16.1 Pulgadas;4.149.000
https://www.ktronix.com/computador-portatil-lenovo-156-pulgadas-ideapad-3-intel-core-i7-ram-8gb-disco-ssd-512gb-gris/p/195890539492;LENOVO;12 Meses;Intel Core I7;8 GB;Estado Solido SSD 512 GB;;;Windows;15.6 Pulgadas;3.599.000
https://www.ktronix.com/computador-portatil-acer-14-pulgadas-31d7-intel-core-i3-ram-8gb-disco-ssd-512gb-plateado/p/4711121437809;ACER;12 Meses;Intel Core I3;8 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;1.999.000
https://www.ktronix.com/computador-portatil-2-en-1-hp-pavilion-14-pulgadas-dy2002la-intel-core-i5-ram-8gb-disco-ssd-256-gb-plateado/p/196548846108;HP;1 año;Intel Core I5;8 GB;Estado Solido SSD 256 GB;;;Windows;14 Pulgadas;3.799.000
https://www.ktronix.com/computador-portatil-hp-156-pulgadas-ef2505la-amd-ryzen-7-ram-8gb-disco-ssd-512-gb-dorado/p/196337771505;HP;12 Meses;AMD R7;8 GB;Estado Solido SSD 512 GB;;;Windows;15.6 Pulgadas;2.799.000
https://www.ktronix.com/computador-portatil-asus-zenbook-oled-133-pulgadas-um325ua-amd-ryzen-5-ram-8gb-disco-ssd-512-gb-gris/p/4711387041598;ASUS;12 Meses;AMD R5;8 GB;Estado Solido SSD 512 GB;;;Windows;13.3 Pulgadas;3.699.000
https://www.ktronix.com/computador-portatil-acer-156-pulgadas-r2k8-amd-ryzen-7-ram-8gb-disco-ssd-256gb-plateado/p/4710886410683;ACER;12 Meses;AMD R7;8 GB;Estado Solido SSD 256 GB;;;Windows;15.6 Pulgadas;2.899.000
https://www.ktronix.com/computador-portatil-asus-vivobook-pro-oled-156-pulgadas-k6500zc-intel-core-i5-ram-16gb-disco-ssd-512gb-azul/p/4711081811954;ASUS;12 Meses;Intel Core I5;16 GB;Estado Solido SSD 512 GB;GeForce RTX 3050;4GB GDDR6;Windows;15.6 Pulgadas;5.299.000
https://www.ktronix.com/computador-portatil-gamer-acer-156-pulgadas-513j-intel-ci5-ram-8gb-disco-ssd-1tb-negro/p/4711121281525;ACER;12 Meses;Intel Core I5;8 GB;Estado Solido SSD 1 TB;GeForce RTX 3050;4GB DDR6;Windows;15.6 Pulgadas;4.499.000
https://www.ktronix.com/computador-portatil-gamer-lenovo-156-pulgadas-ideapad-gaming-3-intel-core-i5-ram-16gb-disco-ssd-512gb-blanco/p/196802790871;LENOVO;12 Meses;Intel Core I5;16 GB;Estado Solido SSD 512 GB;GeForce RTX 3060;6GB GDDR6;Windows;15.6 Pulgadas;4.999.000
https://www.ktronix.com/computador-portatil-gamer-lenovo-156-pulgadas-legion-5-intel-ci5-ram-16gb-disco-ssd-1tb-ssd-gris/p/196802790826;LENOVO;12 Meses;Intel Core I5;16 GB;Estado Solido SSD 1 TB;GeForce RTX 3060;6GB GDDR6;Windows;15.6 Pulgadas;6.999.000
https://www.ktronix.com/computador-portatil-gamer-lenovo-156-pulgadas-legion-5-amd-ryzen-7-ram-16gb-disco-ssd-512gb-azul/p/195890456676;LENOVO;12 Meses;AMD R7;16 GB;Estado Solido SSD 512 GB;GeForce RTX 3060;;Windows;15.6 Pulgadas;6.999.000
https://www.ktronix.com/computador-portatil-asus-vivobook-pro-oled-156-pulgadas-k3500pa-intel-core-i5-ram-8gb-disco-ssd-512gb-azul/p/4711081489276;ASUS;12 Meses;Intel Core I5;8 GB;Estado Solido SSD 512 GB;;;Windows;15.6 Pulgadas;3.499.000
https://www.ktronix.com/computador-portatil-asus-zenbook-pro-duo-oled-145-pulgadas-ux8402za-intel-core-i7-ram-16gb-disco-ssd-1tb-negro/p/4711081733928;ASUS;12 Meses;Intel Core I7;16 GB;Estado Solido SSD 1 TB;;;Windows;14.5 Pulgadas;9.999.000
https://www.ktronix.com/computador-portatil-asus-vivobook-s-oled-14-pulgadas-m3402qa-amd-r7-ram-16gb-disco-ssd-512gb-verde/p/4711081989189;ASUS;12 Meses;AMD R7;16 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;5.499.000
https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-yoga-slim-7-pro-amd-ryzen-5-ram-16gb-disco-ssd-512gb-gris/p/196380731877;LENOVO;12 Meses;AMD R5;16 GB;Estado Solido SSD 512 GB;GeForce MX450;;Windows;14 Pulgadas;3.999.000
https://www.ktronix.com/computador-portatil-gamer-acer-156-pulgadas-56jy-intel-ci5-ram-12gb-disco-ssd-1tb-negro/p/4711121281532;ACER;12 Meses;Intel Core I5;12 GB;Estado Solido SSD 1 TB;GeForce RTX 3050;4GB DDR6;Windows;15.6 Pulgadas;4.699.000
https://www.ktronix.com/macbook-pro-16pulgadas-mnw93e-a-chip-m2-pro-ram-16gb-ssd-1tb-gris/p/194253297215;APPLE;12 Meses;Apple M2 Pro;16 GB;1000 GB SSD;;;MacOS;16 Pulgadas;17.199.000
https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-ideapad-5-amd-ryzen-7-ram-16gb-disco-ssd-512gb-gris/p/196379131329;LENOVO;12 Meses;AMD R7;16 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;3.499.000
https://www.ktronix.com/computador-portatil-gamer-victus-hp-156-pulgadas-fb0104la-amd-ryzen-5-ram-16gb-disco-ssd-512-gb-plata-mica/p/196548844906;HP;12 Meses;AMD R5;16 GB;Estado Solido SSD 512 GB;GeForce RTX 3050;;Windows;15.6 Pulgadas;4.899.000
https://www.ktronix.com/computador-portatil-lenovo-156-pulgadas-ideapad-5-intel-core-i7-ram-8gb-disco-ssd-512gb-gris/p/196379250280;LENOVO;12 Meses;Intel Core I7;8 GB;Estado Solido SSD 512 GB;;;Windows;15.6 Pulgadas;3.599.000
https://www.ktronix.com/macbook-air-13-pulgadas-mly13e-a-chip-m2-ram-8gb-ssd-256gb-blanco/p/194253191018;APPLE;12 Meses;APPLE M2;8 GB;Estado Solido SSD 256 GB;;;MacOS;13.6 Pulgadas;7.939.000
https://www.ktronix.com/computador-portatil-gamer-lenovo-156-pulgadas-ideapad-gaming-3-amd-ryzen-5-ram-8gb-disco-ssd-512gb-blanco/p/196801133945;LENOVO;12 Meses;AMD R5;8 GB;Estado Solido SSD 512 GB;GeForce RTX 3050;4GB GDDR6;Windows;15.6 Pulgadas;4.199.000
https://www.ktronix.com/computador-portatil-asus-zenbook-oled-14-pulgadas-um5401qa-amd-r5-ram-16gb-disco-ssd-512-gb-negro/p/4711081489696;ASUS;12 Meses;AMD R5;16 GB;Estado Solido SSD 512 GB;;;Windows;14 Pulgadas;4.799.000
https://www.ktronix.com/computador-portatil-asus-vivobook-pro-oled-14-pulgadas-k3400ph-intel-core-i5-ram-8gb-disco-ssd-512-gb-plateado/p/4711081686842;ASUS;12 Meses;Intel Core I5;8 GB;Estado Solido SSD 512 GB;GeForce GTX 1650;4GB GDDR6;Windows;14 Pulgadas;3.499.000
https://www.ktronix.com/computador-portatil-gamer-victus-hp-156-pulgadas-fb0106la-amd-ryzen-5-ram-8gb-disco-ssd-256-gb-blanco/p/196548844968;HP;12 Meses;AMD R5;8 GB;Estado Solido SSD 256 GB;GeForce GTX 1650;;Windows;15.6 Pulgadas;3.199.000
