link,brand,warranty,processor,ram,hardDrive,grapCard,capGrapCard,opSystem,screenSize,price,ram_GB,hardDrive_GB,OS
https://www.exito.com/portatil-hp-245-g8-amd-ryzen-3-5300u-12-gb-256-ssd-14-pulgadas-102634646-mp/p,HP,12,,12 GB,256 GB,,,,14 Pulgadas,1359900,12,256,
https://www.exito.com/portatil-asus-x415mabv041t-celeron-1-tb-ram-4-gb-win-10-pantalla-14-101135697-mp/p,ASUS,12,Intel Celeron N4020,4 GB,Mec,,,Windows 10,14 Pulgadas,1150000,4,,Windows 10
https://www.exito.com/portatil-lenovo-v14514ast-amd-a49125-500-gb-4gb-freedos-14-pulgadas-101394547-mp/p,LENOVO,12,AMD A4-9125 2,4 GB,500 GB,,,Linux,14.1 pulgadas,1063000,4,500,Linux
https://www.exito.com/portatil-lenovo-e4155-ryzen-3-dd-1tb-4-gb-fredos-14-101155282-mp/p,LENOVO,12,Amd Ryzen 3 3250U,4 GB,Mec,,,FreeDos,14.1 pulgadas,1299000,4,,FreeDos
https://www.exito.com/portatil-hp-14-amd-athlon-silver-14dk1003dx-4gb-128gb-windows-100719691-mp/p,HP,12,AMD Athlon Silver 3050U,4 GB,128 GB,,,Windows 10,14 Pulgadas,1049000,4,128,Windows 10
https://www.exito.com/portatil-coin-lumi-142g-intel-celeron-j4115-4-gb-ram-500-gb-disco-100927346-mp/p,GENERICO,12,Intel Celeron J4105,4 GB,Mec,,,Linux,14.1 pulgadas,849000,4,,Linux
https://www.exito.com/portatil-gamer-asus-tuf-156-pulgadas-intel-i5-ram-20gb-512gb-ssd-102556312-mp/p,ASUS,12,INTEL I5,20 GB,512 GB,4 GB,4 GB,LINUX,15.6 Pulgadas,4633999,20,512,Linux
https://www.exito.com/portatil-gamer-gaming-3-amd-ryzen-5-6600h-ram-16gb-ssd-512gb-rtx-3050-4gb-156-fhd-102561638-mp/p,LENOVO,12,,16 GB,512 GB,,,Windows,15.6 Pulgadas,4499900,16,512,Windows
https://www.exito.com/portatil-lenovo-v14514ast-amd-a6-4gb-500gb-14-windows-10-101112632-mp/p,LENOVO,12,AMD A6-9225,4 GB,500 GB,,,Windows,14 Pulgadas,920000,4,500,Windows
https://www.exito.com/portatil-lenovo-intel-core-i5-1035g1-hdd-1tb-ram-16gb-102071938-mp/p,LENOVO,12,I5-1035G1,16 GB,Mec,,,Windows,14 Pulgadas,2666000,16,,Windows
https://www.exito.com/portatil-asus-x415ja-bv2198-14-pulgadas-core-i3-4gb-256gb-ssd-win10-de-prueba-102225068-mp/p,ASUS,12,,4 GB,256 GB,,,Windows,14 Pulgadas,1350000,4,256,Windows
https://www.exito.com/portatil-asus-vivobook-15-core-i5-8gb-256gb-ssd-w10-156-fhd-tactil-102057989-mp/p,ASUS,12,Intel Core i5-1135G7,8 GB,256 GB,,,Windows 10 Home,15.6 Pulgadas,2829000,8,256,Windows 10
https://www.exito.com/macbook-air-m2-2022-midnight-136-apple-m2-8gb-de-ram-512gb-ssd-apple-m2-10-core-gpu-2560x1664px-macos-monterrey-102438614-mp/p,APPLE,12,Apple M2,8 GB,512 GB,,,Mac Os,13 Pulgadas,8149000,8,512,Mac OS
https://www.exito.com/macbook-air-chip-m1-con-cpu-8c-y-gpu-7c-256gb-oro-open-box-102535809-mp/p,APPLE,3,,8 GB,256 GB,,,Mac Os X,13 Pulgadas,4199900,8,256,Mac OS
https://www.exito.com/nuevo-apple-macbook-air-con-chip-apple-m1-13-pulgadas-8-gb-de-ram-256-gb-de-almacenamiento-ssd-gris-2020-101035932-mp/p,APPLE,12,,8 GB,256 GB,,,Mac Os,13 Pulgadas,4699000,8,256,Mac OS
https://www.exito.com/portatil-asus-gamer-g513-ryzen7-16gb-512gb-tv-4gb-3050-win10-102634427-mp/p,ASUS,12,AMD Ryzen 7 4800H,16 GB,512 GB,RTX 3050,4 GB,Windows,15 Pulgadas,5599888,16,512,Windows
https://www.exito.com/macbook-pro-16-cpu-10-nucleos-512ssd-mas-funda-portatil-102541581-mp/p,APPLE,12,,16 GB,512 GB,16 GB,16 GB,Mac Os,16 Pulgadas,12600000,16,512,Mac OS
https://www.exito.com/portatil-acer-intel-dual-core-n4500-disco-hdd-1tb-ssd-512gb-ram-8gb-102071945-mp/p,ACER ASPIRE,12,CELERON N4500,8 GB,H,,,Windows,14 Pulgadas,1310989,8,,Windows
https://www.exito.com/portatil-acer-a114-intel-celeron-n4020-ram-4gb-dsolido-128gb-14-pulgadas-win10-rojo-101660925-mp/p,ACER,12,INTEL CELERON N4020 1,4 GB,128 GB,,,Windows 10,14.1 pulgadas,899000,4,128,Windows 10
https://www.exito.com/portatil-lenovo-v14-are-ryzen-5-8gb-1tb-free-14-102107229-mp/p,LENOVO,12,AMD Ryzen 5 4500U,8 GB,Mec,,,FreeDos,14.1 pulgadas,1859900,8,,FreeDos
https://www.exito.com/portatil-lenovo-v14-are-ryzen-7-8gb-1tb-freedos-14-pulgadas-102027436-mp/p,LENOVO,12,AMD Ryzen 7 4700U,8 GB,Mec,,,FreeDos,14.1 pulgadas,2199000,8,,FreeDos
https://www.exito.com/portatil-msi-gamer-core-i5-10500h-ram-16gb-ssd-512gb-video-nvidia-gtx-1650-4gb-156-102007153-mp/p,MSI,12,Core i5 10500H 2,16 GB,512 GB,,4 GB,Windows 10,15.6 Pulgadas,3999999,16,512,Windows 10
https://www.exito.com/portatil-asus-expertbook-b1440fa-bv3124-14-core-i3-4gb-1tb-endless-101646488-mp/p,ASUS,12,Intel Core i3-10110U,4 GB,Mec,,,Endless,14.1 pulgadas,1299888,4,,Endless
https://www.exito.com/portatil-legion-5-15imh05-core-i7-ram-16gb-1tb-128gb-ssd-w10h-156-pulgadas-tv-4gb-negro-102634416-mp/p,LENOVO,12,INTEL CORE I7,16 GB,Mec,,,Windows,15 Pulgadas,6439900,16,,Windows
https://www.exito.com/portatil-lenovo-thinkpad-x13-ci5-10210u-16g-512-ssd-w10-pro-20t3sd2c00-102535822-mp/p,LENOVO,36,,16 GB,512 GB,,,Windows 10,13 Pulgadas,4899000,16,512,Windows 10
https://www.exito.com/portatil-msi-gf76-12ue-katana-core-i7-12700h-24gb-512gb-ssd-tv-rtx3060-de-6gb-173-pulgadas-freedos-102110934-mp/p,MSI,12,Intel Core i7-12700H - 12th Generaci,24 GB,512 GB,RTX 3060,6 GB,FreeDos,17.3 Pulgadas,8813000,24,512,FreeDos
https://www.exito.com/portatil-acer-intel-dual-core-n4500-disco-hdd-1tb-ssd-512gb-ram-4gb-102071939-mp/p,ACER ASPIRE,12,CELERON N4500,4 GB,H,,,Windows,14 Pulgadas,1399989,4,,Windows
https://www.exito.com/portatil-asus-b1400ceae-bv5242r-14-pulgadas-core-i7-16gb-512-gb-ssd-win10-pro-102379173-mp/p,ASUS,12,,16 GB,512 GB,,,Windows 10,14 Pulgadas,5399888,16,512,Windows 10
https://www.exito.com/portatil-dell-inspiron-amd-ryzen-5-3450u-ssd-1tb-hdd-1tb-ram-20gb-102104176-mp/p,DELL,12,RYZEN 5 3450U,20 GB,H,,,Windows 10,15.6 Pulgadas,2379200,20,,Windows 10
https://www.exito.com/portatil-asus-rog-strix-amd-ryzen-9-5900hx-rtx-3080-16-gb-ram-1-tb-ssd-300hz-102612823-mp/p,ASUS,3,AMD Ryzen 9  5900HX,16 GB,1000 GB,RTX 3080,8 GB,Windows,15.6 Pulgadas,8999000,16,1000,Windows
https://www.exito.com/portatil-lenovo-e14-1135-ci5-ram-16gb-ssd-512gb-win-10-102430398-mp/p,LENOVO,12,Intel Core i5,16 GB,512 GB,,,Windows,14.1 pulgadas,4399000,16,512,Windows
https://www.exito.com/portatil-lenovo-amd-ryzen-5-4500u-disco-hdd-1tb-ram-16gb-102094503-mp/p,LENOVO,12,RYZEN 5 4500U,16 GB,Mec,,,Windows 10,14 Pulgadas,2287590,16,,Windows 10
https://www.exito.com/laptop-hp-amd-ryzen-3-5300u-ram-8gb-4gb4gb-ssd-256gb-14-fq1051la-portatil-102632783-mp/p,HP,12,,8 GB,256 GB,,,FreeDos,14 Pulgadas,1299000,8,256,FreeDos
https://www.exito.com/portatil-asus-m1502-ryzen-5-4600h-ram-8gb-ssd-512gb-lector-de-huella-endless-102414542-mp/p,ASUS,12,,8 GB,512 GB,,,Linux,15.6 Pulgadas,2114800,8,512,Linux
https://www.exito.com/portatil-asus-x515e-intel-core-i7-1165g7-ssd-512gb-ram-8gb-156-pulgadas-fhd-102342752-mp/p,ASUS,12,,8 GB,512 GB,,,FreeDos,15 Pulgadas,3299000,8,512,FreeDos
https://www.exito.com/portatil-acer-156-pulgadas-intel-i5-ram-12gb-512gb-ssd-black-102338045-mp/p,ACER,12,,12 GB,512 GB,,,Windows,15.6 Pulgadas,2318999,12,512,Windows
https://www.exito.com/portatil-acer-aspire-amd-ryzen-5-5500u-ssd-512-hdd-1tb-ram-12gb-102077445-mp/p,ACER ASPIRE,12,RYZEN 5 5500U,12 GB,H,,,Windows,15 Pulgadas,2674800,12,,Windows
https://www.exito.com/portatil-acer-a314-35-c3kb-intel-celeron-n4500-ram-4gb-ddr4-1tera-pantalla-14-pulgadas-hd-sin-sistema-operativo-102089977-mp/p,ACER,12,,4 GB,Mec,,,Sin Sistema Operativo,14 Pulgadas,990900,4,,
https://www.exito.com/portatil-dell-vostro-3405-ryzen-5-3450u-ram-16gb-8gb8gb-ssd-256gb-240gb-102525718-mp/p,DELL,12,,16 GB,SSD 960GB,,,Linux,14 Pulgadas,1734900,16,960 SSD,Linux
https://www.exito.com/portatil-lenovo-intel-core-i5-1035g1-ssd-512-hdd-1tb-ram-12gb-102071961-mp/p,LENOVO,12,I5-1035G1,12 GB,H,,,Windows,14 Pulgadas,2790000,12,,Windows
https://www.exito.com/portatil-asus-m513ia-bq172-ryzen-7-4700u-8gb-512gb-freedos-102078070-mp/p,ASUS,12,AMD - Ryzen 7-4700U,8 GB,512 GB,,,FreeDos,15.6 Pulgadas,2880000,8,512,FreeDos
https://www.exito.com/portatil-dell-inspiron-15-3515-ryzen-5-3450u-ram-16gb-ssd-256gb-ubuntu-156-hd-102018191-mp/p,DELL,12,AMD Ryzen 5 3450U,16 GB,256 GB,,,Ubuntu,15.6 Pulgadas,1748989,16,256,Ubuntu
https://www.exito.com/portatil-hp-245-g8-amd-ryzen-5-5500u-ram-8gb-dd-1tera-ssd256gb-14-pulgadas-linux-102389428-mp/p,HP,12,,8 GB,H,,,Linux,14.1 pulgadas,1799000,8,,Linux
https://www.exito.com/portatil-dell-core-i3-1115g4-12gb-1tb-256gb-ssd-diadema-102117523-mp/p,DELL,12,,12 GB,Mec,,,Windows,15 Pulgadas,1792900,12,,Windows
https://www.exito.com/portatil-acer-intel-dual-core-n4500-disco-hdd-1tb-ram-12gb-102071955-mp/p,ACER ASPIRE,12,CELERON N4500,12 GB,Mec,,,Windows,14 Pulgadas,1309785,12,,Windows
https://www.exito.com/portatil-lenovo-amd-ryzen-5-4500u-disco-hdd-1tb-ram-8gb-102094486-mp/p,LENOVO,12,RYZEN 5 4500U,8 GB,Mec,,,Windows 10,14 Pulgadas,2202080,8,,Windows 10
https://www.exito.com/hp-245-g8-amd-ryzen-5-5500u-4gb-1-tera-14-pulgadas-windows-10-pro-102097062-mp/p,HP,12,,4 GB,Mec,,,Windows 10,14.1 pulgadas,1699000,4,,Windows 10
https://www.exito.com/portatil-hp-14-pulgadas-intel-core-i5-1135-g7-20-gb-256-gb-ssd-win-102634644-mp/p,HP,12,,20 GB,256 GB,,,FreeDos,14 Pulgadas,1799900,20,256,FreeDos
https://www.exito.com/portatil-lenovo-ideapad-3-14ada05-amd-athlon-silver-23ghz-256gb-ssd-4gb-14-101369994-mp/p,LENOVO,12,Amd Athlon Silver,4 GB,256 GB,,,FreeDos,13.3 Pulgadas,1439900,4,256,FreeDos
https://www.exito.com/portatil-asus-x415ea-ek1183-ci5-1135g7-4gb-256-ssd-endless-102132875-mp/p,ASUS,12,Intel Core i5-1135G7,4 GB,256 GB,,,Endless,14 Pulgadas,1890000,4,256,Endless
https://www.exito.com/portatil-toshiba-dynabook-portege-x30w-j3132-i5-1135g7-256gb-8gb-133-fhd-touch-102522163-mp/p,TOSHIBA,12,,8 GB,256 GB,,,Windows,13.3 Pulgadas,3999000,8,256,Windows
https://www.exito.com/portatil-asus-x415ea-ek1182-intel-core-i3-1115g4-4gb-256-ssd-endless-gris-102228283-mp/p,ASUS,12,,4 GB,256 GB,,,Endless,14 Pulgadas,1409000,4,256,Endless
https://www.exito.com/portatil-asus-m515da-amd-ryzen-5-3500u-ssd-256-hdd-1tb-ram-16gb-102140516-mp/p,ASUS,12,,,,,,,,2018000,,,
https://www.exito.com/portatil-msi-thin-gf63-corei5-10200h-gtx1650-256ssd-8gb-win-10-101798127-mp/p,MSI,12,CORE I5-10200H,8 GB,256 GB,GTX1650,4 GB,Windows,15.6 Pulgadas,3349999,8,256,Windows
https://www.exito.com/portatil-hp-14-cf2081la-pentium-gold-6405u-8gb-256gb-101536401-mp/p,HP,12,Pentium Gold,8 GB,256 GB,,,Windows,14.1 pulgadas,1299000,8,256,Windows
https://www.exito.com/portatil-lenovo-ip-3-14igl05-intel-celeron-n4020-14-pulgadas-pulgadas-memoria-4gb-disco-duro-500gb-windows-10h-gris-platino-101970100-mp/p,LENOVO,12,Intel Celeron,4 GB,500 GB,,,Windows 10,14.1 pulgadas,980900,4,500,Windows 10
https://www.exito.com/portatil-lenovo-ideapad-3-14igl05-intel-celeron-n4020-ssd-128gb-4gb-14-pulgadas-hd-freedos-platinum-grey-102693558-mp/p,LENOVO,12,Intel celeron,4 GB,128 GB,,,FreeDos,14.1 pulgadas,879900,4,128,FreeDos
https://www.exito.com/dell-inspirion-3515-ryzen-5-256-gb-12-gg-156-pulgadas-102634643-mp/p,DELL,12,,12 GB,256 GB,,,,14 Pulgadas,1799855,12,256,
https://www.exito.com/portatil-asus-m1402ia-ek134-ryzen-5-4600h-ram-8gb-ssd-512gb-pantalla-14fhd-102564615-mp/p,ASUS,12,,8 GB,512 GB,,,FreeDos,14.1 pulgadas,2169000,8,512,FreeDos
https://www.exito.com/portatil-dell-inspiron-3515-156-pulgadas-amd-ryzen-5-3450u-8gb-256gb-ssd-102034427-mp/p,DELL,12,ryzen 5 3450u,8 GB,256 GB,Tarjeta Gráfica AMD,,Linux,15 Pulgadas,1569645,8,256,Linux
https://www.exito.com/portatil-acer-aspire-amd-ryzen-5-5500u-ssd-256-hdd-1tb-ram-16gb-102077032-mp/p,ACER ASPIRE,12,RYZEN 5 5500U,16 GB,H,,,Windows,15 Pulgadas,2643100,16,,Windows
https://www.exito.com/portatil-lenovo-amd-ryzen-5-5500u-ssd-256-hdd-1tb-ram-20gb-102034379-mp/p,LENOVO,12,,16 GB,H,,,Windows,14 Pulgadas,3012050,16,,Windows
https://www.exito.com/portatil-lenovo-amd-ryzen-5-5500u-hdd-1tb-ram-8gb-con-huella-102066756-mp/p,LENOVO,12,AMD RYZEN 5 5500U,8 GB,Mec,,,Windows,14 Pulgadas,2514630,8,,Windows
https://www.exito.com/portatil-lenovo-intel-core-i5-1035g1-ssd-1tb-hdd-1tb-ram-8gb-102071962-mp/p,LENOVO,12,I5-1035G1,8 GB,H,,,Windows,14 Pulgadas,2889200,8,,Windows
https://www.exito.com/portatil-acer-gateway-core-i3-1115g4-11-gen-ram-4gb-ssd-128gb-w10-141-fhd-morado-101992854-mp/p,GATEWAY,12,Intel Core i3-1115G4 de 11,4 GB,128 GB,,,Windows 10,14 Pulgadas,1479900,4,128,Windows 10
https://www.exito.com/portatil-lenovo-amd-ryzen-5-4500u-ssd-256-hdd-1tb-ram-12gb-102094497-mp/p,LENOVO,12,RYZEN 5 4500U,12 GB,H,,,Windows 10,14 Pulgadas,2511140,12,,Windows 10
https://www.exito.com/portatil-dell-inspiron-15-3505-ryzen-5-3450u-ram-12gb-ssd-496gb-win-10-156-fhd-101870764-mp/p,DELL,12,AMD Ryzen 5 3450U,12 GB,SSD 480 GB,,,Windows 10,15.6 Pulgadas,2587700,12,480 SSD,Windows 10
https://www.exito.com/portatil-acer-aspire-intel-core-i5-10210u-ssd-512-hdd-1tb-ram-8gb-102071195-mp/p,ACER ASPIRE,12,I5-10210U,8 GB,H,,,Windows,15 Pulgadas,2616400,8,,Windows
https://www.exito.com/portatil-lenovo-ideapad-3-14itl6-intel-core-i3-1115g4-14-pulgadas-fhd-memoria-4gb-ssd-azul-102485402-mp/p,LENOVO,12,,4 GB,512 GB,,,FreeDos,14 Pulgadas,1469900,4,512,FreeDos
https://www.exito.com/portatil-lenovo-amd-ryzen-5-5500u-ssd-256-hdd-1tb-ram-8gb-102039214-mp/p,LENOVO,12,,8 GB,H,,,Windows,14 Pulgadas,2714010,8,,Windows
https://www.exito.com/portatil-dell-inspiron-amd-ryzen-5-3450u-ssd-1tb-hdd-1tb-ram-12gb-102104174-mp/p,DELL,12,RYZEN 5 3450U,12 GB,H,,,Windows 10,15.6 Pulgadas,2739390,12,,Windows 10
https://www.exito.com/portatil-dell-inspiron-amd-ryzen-5-3450u-ssd-512-hdd-1tb-ram-12gb-102104178-mp/p,DELL,12,RYZEN 5 3450U,12 GB,H,,,Windows 10,15.6 Pulgadas,2552390,12,,Windows 10
https://www.exito.com/portatil-lenovo-ideapad-3-ryzen-3-4gb-128gb-win10home-cherry-red-100892471-mp/p,LENOVO,12,,4 GB,128 GB,,,Windows 10,15.6 Pulgadas,1619900,4,128,Windows 10
https://www.exito.com/portatil-lenovo-thinkpad-e14-gen3-ryzen-5-5500u-8g-256gb-ssdw10-pro-20yds0rf00-102531252-mp/p,LENOVO,12,,8 GB,256 GB,,,Windows 10 Pro 64,14.1 pulgadas,4417800,8,256,Windows 10
https://www.exito.com/portatil-dell-inspiron-amd-ryzen-5-3450u-ssd-256-hdd-1tb-ram-8gb-102104175-mp/p,DELL,12,RYZEN 5 3450U,8 GB,H,,,Windows 10,15.6 Pulgadas,2364390,8,,Windows 10
https://www.exito.com/portatil-lenovo-amd-ryzen-5-5500u-ssd-256-hdd-1tb-ram-12gb-102034374-mp/p,LENOVO,12,,12 GB,H,,,Windows,14 Pulgadas,2797380,12,,Windows
https://www.exito.com/portatil-lenovo-amd-ryzen-5-4500u-ssd-256-hdd-1tb-ram-8gb-102094484-mp/p,LENOVO,12,RYZEN 5 4500U,8 GB,H,,,Windows 10,14 Pulgadas,2430400,8,,Windows 10
https://www.exito.com/portatil-lenovo-amd-ryzen-5-4500u-ssd-1tb-hdd-1tb-ram-8gb-102094492-mp/p,LENOVO,12,RYZEN 5 4500U,8 GB,H,,,Windows 10,14 Pulgadas,2703200,8,,Windows 10
https://www.exito.com/portatil-acer-intel-dual-core-n4500-disco-hdd-1tb-ssd-256gb-ram-4gb-102070088-mp/p,ACER ASPIRE,12,CELERON N4500,4 GB,H,,,Windows,14 Pulgadas,1322045,4,,Windows
https://www.exito.com/portatil-lenovo-ideapad-amd-ryzen-3-4300u-ssd-256-hdd-1tb-ram-16gb-102100230-mp/p,LENOVO,12,RYZEN 3 4300U,16 GB,H,,,Windows 10,14 Pulgadas,2182400,16,,Windows 10
https://www.exito.com/portatil-lenovo-intel-core-i5-1035g1-ssd-512-hdd-1tb-ram-8gb-102071957-mp/p,LENOVO,12,I5-1035G1,8 GB,H,,,Windows,14 Pulgadas,2703200,8,,Windows
https://www.exito.com/portatil-lenovo-amd-ryzen-5-5500u-ssd-512-hdd-1tb-ram-20gb-102039205-mp/p,LENOVO,12,,16 GB,H,,,Windows,14 Pulgadas,3107360,16,,Windows
https://www.exito.com/portatil-acer-aspire-amd-ryzen-5-5500u-ssd-256-hdd-1tb-ram-20gb-102077025-mp/p,ACER ASPIRE,12,RYZEN 5 5500U,20 GB,H,,,Windows,15 Pulgadas,2699200,20,,Windows
https://www.exito.com/portatil-lenovo-amd-ryzen-5-5500u-hdd-1tb-ram-20-con-huella-102039215-mp/p,LENOVO,12,,20 GB,Mec,,,Windows,14 Pulgadas,2825630,20,,Windows
https://www.exito.com/portatil-lenovo-amd-ryzen-5-4500u-disco-hdd-1tb-ram-20gb-102094485-mp/p,LENOVO,12,RYZEN 5 4500U,20 GB,Mec,,,Windows 10,14 Pulgadas,2579200,20,,Windows 10
https://www.exito.com/portatil-acer-aspire-amd-ryzen-5-5500u-ssd-256-hdd-1tb-ram-8gb-102077039-mp/p,ACER ASPIRE,12,RYZEN 5 5500U,8 GB,H,,,Windows,15 Pulgadas,2488200,8,,Windows
https://www.exito.com/portatil-lenovo-amd-ryzen-5-4500u-disco-hdd-1tb-ram-12gb-102094493-mp/p,LENOVO,12,RYZEN 5 4500U,12 GB,Mec,,,Windows 10,14 Pulgadas,2315740,12,,Windows 10
https://www.exito.com/portatil-lenovo-amd-ryzen-5-5500u-ssd-1tb-hdd-1tb-ram-8gb-102039199-mp/p,LENOVO,12,,8 GB,H,,,Windows,14 Pulgadas,2986750,8,,Windows
https://www.exito.com/portatil-lenovo-intel-core-i5-1035g1-ssd-1tb-hdd-1tb-ram-20gb-102071942-mp/p,LENOVO,12,I5-1035G1,20 GB,H,,,Windows,14 Pulgadas,3199200,20,,Windows
https://www.exito.com/portatil-dell-inspiron-amd-ryzen-5-3450u-ssd-256-ram-8gb-102104182-mp/p,DELL,12,RYZEN 5 3450U,8 GB,256 GB,,,Windows 10,15.6 Pulgadas,2205430,8,256,Windows 10
https://www.exito.com/portatil-lenovo-v14-iil-intel-core-i3-4gb-1tb-14-pulgadas-win-10-pro-102002492-mp/p,LENOVO,12,Intel Core i3-1005G1,4 GB,Mec,,,Windows 10 Pro 64,14.1 pulgadas,2275000,4,,Windows 10
https://www.exito.com/portatil-dell-inspiron-amd-ryzen-5-3450u-ssd-512-ram-8gb-102104191-mp/p,DELL,12,RYZEN 5 3450U,8 GB,512 GB,,,Windows 10,15.6 Pulgadas,2288430,8,512,Windows 10
https://www.exito.com/portatil-lenovo-amd-ryzen-5-4500u-ssd-512-hdd-1tb-ram-12gb-102094501-mp/p,LENOVO,12,RYZEN 5 4500U,12 GB,H,,,Windows 10,14 Pulgadas,2638390,12,,Windows 10
https://www.exito.com/portatil-dell-inspiron-amd-ryzen-5-3450u-ssd-512-hdd-1tb-ram-8gb-102104183-mp/p,DELL,12,RYZEN 5 3450U,8 GB,H,,,Windows 10,15.6 Pulgadas,2449290,8,,Windows 10
https://www.exito.com/portatil-dell-inspiron-amd-ryzen-5-3450u-ssd-256-hdd-1tb-ram-16gb-102102887-mp/p,DELL,12,RYZEN 5 3450U,16 GB,H,,,Windows 10,15.6 Pulgadas,2549430,16,,Windows 10
https://www.exito.com/portatil-lenovo-intel-core-i5-1035g1-hdd-1tb-ram-8gb-102068798-mp/p,LENOVO,12,I5-1035G1,8 GB,Mec,,,Windows,14 Pulgadas,2417989,8,,Windows
https://www.exito.com/portatil-lenovo-intel-core-i5-1035g1-ssd-1tb-hdd-1tb-ram-16gb-102071952-mp/p,LENOVO,12,I5-1035G1,16 GB,H,,,Windows,14 Pulgadas,3137200,16,,Windows
https://www.exito.com/portatil-dell-inspiron-amd-ryzen-5-3450u-ssd-256-ram-16gb-102104181-mp/p,DELL,12,,16 GB,256 GB,,,Windows 10,15.6 Pulgadas,2388430,16,256,Windows 10
https://www.exito.com/portatil-asus-asus-x415ja-bv2029-intel-core-i3-1005g1-4gb-256gb-14-pulgadas-hd-102412754-mp/p,ASUS,12,,4 GB,256 GB,,,Endless,14 Pulgadas,1339900,4,256,Endless
https://www.exito.com/portatil-acer-nitro-5-core-i510300hram-8gb-256-gb-ssdgtx1650win-10-100849522-mp/p,ACER,3,INTEL CORE I5-10300H,8 GB,256 GB,,,Windows 10,15.6 Pulgadas,3494049,8,256,Windows 10
https://www.exito.com/portatil-asus-x409mabv176-celeron-n4020-dd-1tb-ram-4-gb-endless-100727483-mp/p,ASUS,12,Intel Celeron N4020 Processor 1,4 GB,Mec,,,Endless,14 Pulgadas,1529000,4,,Endless
https://www.exito.com/portatil-hp-255-g7-amd-athlon-4gb-500gb-windows-10-home-156-101035769-mp/p,HP,12,AMD Athlon 3020e Dual Core,4 GB,Mec,Radeon 530,,Windows 10,15.6 Pulgadas,1169000,4,,Windows 10
https://www.exito.com/computador-macbook-pro-apple-apple-apple-m2-16-gb-512-gb-ssd-mnw83ea-3112277/p,SSD APPLE,12,Chip M2 Pro de Apple,16 GB,512 GB SSD,,,Mac Os,16 Pulgadas,15869000,16,512 SSD,Mac OS
https://www.exito.com/macbook-pro-13-apple-mly03ea-apple-apple-m2-8-gb-512-gb-ssd-mly03ea-3081333/p,SSD APPLE,12,Chip M2  de Apple,8 GB,512 GB SSD,,,Mac Os,13.6 Pulgadas,8039000,8,512 SSD,Mac OS
https://www.exito.com/portatil-hp-245-g7-amd-a6-3020e-memoria-ram-4gb-disco-duro-1tb-101303129-mp/p,HP,12,AMD Athlon,4 GB,Mec,,,Linux,14.1 pulgadas,949000,4,,Linux
https://www.exito.com/portatil-acer-a514-intel-core-i3-1005g1-ssd-256gb-4gb-windows-10-negro-101006208-mp/p,ACER,12,Intel Core i3-1005G1,4 GB,256 GB,,,windows 10 home,14 Pulgadas,1899900,4,256,Windows 10
https://www.exito.com/portatil-s14514iil-core-i3-1005g1-4gb-1t-freedos-14pulg-100482817-mp/p,LENOVO,12,Intel Core i3,4 GB,Mec,,,Sin Sistema Operativo,14 Pulgadas,1319000,4,,
https://www.exito.com/portatil-lenovo-legion-core-i7-512gb-ssd-16gb-rtx-2060-240hz-101415958-mp/p,LENOVO,12,core i7-10750H,16 GB,512 GB,RTX2060,6 GB,Windows,15.6 Pulgadas,5595000,16,512,Windows
https://www.exito.com/portatil-msi-gamer-core-i5-10500h-ram-8gb-ssd-256gb-video-nvidia-gtx-1650-4gb-156-102007149-mp/p,MSI,3,Core i5 10500H 2,8 GB,256 GB,,4 GB,Windows 10,15.6 Pulgadas,3493049,8,256,Windows 10
https://www.exito.com/portatil-asus-m513ia-amd-ryzen-7-4700u-512-gb-ssd-8gb-endless-102141176-mp/p,ASUS,12,RYZEN 7-4700U,8 GB,512 GB,,,Endless,15.6 Pulgadas,2880000,8,512,Endless
https://www.exito.com/lenovo-156-ideapad-gaming-3-laptop-101388659-mp/p,LENOVO,3,CORE I5 10300H,8 GB,256 GB,GTX1650,4 GB,Windows 10,15.6 Pulgadas,3599000,8,256,Windows 10
https://www.exito.com/portatil-msi-gf65-i7-16gbram-6gb-rtx2060-512gb-ssd-156-ips-100811525-mp/p,MSI,12,,16 GB,500 GB,,,Windows 10,15.6 Pulgadas,8990000,16,500,Windows 10
https://www.exito.com/portatil-acer-a31523g-ryzen-5-3500u-8gb-256gbssd-freedos-100839239-mp/p,ACER,12,Amd Ryzen 5 3500u,8 GB,256 GB,,,Sin Sistema Operativo,15.6 Pulgadas,2076400,8,256,
https://www.exito.com/portatil-toshiba-tecra-dynabook-a40g-celeron-5205u-ram-4gb-ssd-128-gb-14-windows-home-101319416-mp/p,TOSHIBA,12,,4 GB,128 GB,,,Windows 10,14.1 pulgadas,999888,4,128,Windows 10
https://www.exito.com/portatil-acer-a5145335d4-core-i3-ram-4gb-ssd-256gb-14p-100919074-mp/p,ACER,12,Intel Core i3-1005G1,4 GB,256 GB,,,Windows 10,14 Pulgadas,1899900,4,256,Windows 10
https://www.exito.com/portatil-dell-inspiron-14-3493-core-i3-1005g1-ram-4gb-ssd-128gb-14-101422095-mp/p,DELL,12,Intel Core i3-1005G1 de 10,4 GB,128 GB,,,Windows 10 home,14.1 pulgadas,1649900,4,128,Windows 10
https://www.exito.com/portatil-acer-gateway-core-i3-4gb-128gb-sdd-color-verde-101994247-mp/p,GATEWAY,12,Core i3-1115G4,4 GB,128 GB,,,Windows 10,14.1 pulgadas,1379900,4,128,Windows 10
