link,brand,warranty,processor,ram,hardDrive,grapCard,capGrapCard,opSystem,screenSize,price
https://www.exito.com/computador-portatil-acer-nitro-core-i5-11400h-8gb-1-tb-ssd-gtx-1650-102359079-mp/p,ACER,12 meses,Intel Core i5 11400H,8 GB,Híbrido,GTX1650,4 GB,Windows,15.6 Pulgadas,3.599.000
https://www.exito.com/computador-portatil-gigabyte-a7-173-pulgadas-144-hz-5800h-rtx-3060-16-gb-512-ssd-102439693-mp/p,GIGABYTE,3 meses,AMD Ryzen 7 5800H,16 GB,512 GB,RTX 3060 Laptop GPU,6 GB,Windows 11,17.1 pulgadas,6.499.000
https://www.exito.com/computador-portatil-hp-pavilion-intel-core-i5-1240p-8-gb-512-gb-ssd-14-eh0106la-3091397/p,HP,1 año,Intel Core i5-1240P,8 GB,512 GB SSD,,,Windows 11,14 Pulgadas,4.199.300
https://www.exito.com/computador-dell-inspiron-3501-intel-core-i3-12gb-ram-256gb-ssd-102027569-mp/p,DELL,12 meses,i3-115G4,12 GB,256 GB,,,Windows,15 Pulgadas,1.639.800
https://www.exito.com/computador-asus-zenbook-14-amd-ryzen-5-5500u-8-gb-512-gb-um425uaz-102689102-mp/p,ASUS,12 meses,,8 GB,512 GB,,,Windows,14.1 pulgadas,2.750.000
https://www.exito.com/portatil-asus-x415ea-ek1182-intel-core-i3-1115g4-256ssd-4gb-ram-endless-102125541-mp/p,ASUS,12 meses,CORE I3-115G4,4 GB,256 GB,,,Endless,14.1 pulgadas,1.409.000
https://www.exito.com/computador-portatil-acer-nitro-intel-i5-11400h-24-gb-ram-512-ssd-gtx-1650-102359082-mp/p,ACER,12 meses,Intel i5 11400H,24 GB,512 GB,,4 GB,Windows,15.6 Pulgadas,3.598.995
https://www.exito.com/computador-portatil-hp-14-cf2509la-celeron-ram-4gb-ssd-256gb-14-102057639-mp/p,HP,12 meses,Intel Celeron N4020,4 GB,256 GB,,,FreeDos,14.1 pulgadas,1.090.000
https://www.exito.com/portatil-dell-inspirion-3501-intel-core-i3-1115g4-4gb-1tb-156-101852366-mp/p,DELL,12 meses,,4 GB,Mecánico 500 GB,,,Ubuntu,15 Pulgadas,1.642.800
https://www.exito.com/portatil-r5-4gb-256gb-ssd-hp-15-ef1017la-3023299/p,HP,,R5-4500U,4 GB,256 GB SSD,,,Windows,15.6 Pulgadas,2.026.098
https://www.exito.com/computador-portatil-acer-14-pulgadas-pulgadas-amd-ryzen5-ram-8gb-disco-ssd-256gb-102194919-mp/p,ACER,12 meses,,8 GB,256 GB,,,Linux,14.1 pulgadas,1.849.999
https://www.exito.com/computador-portatil-hp-intel-core-i5-10210u-14-pulgadas-8-gb-256-gb-ssd-14-cf2522la-102223630-mp/p,HP,12 meses,,4 GB,256 GB,,,FreeDos,14.1 pulgadas,1.719.900
https://www.exito.com/portatil-ci3-4gb-128gb-ssd-asus-x413ja-bv2-3002388/p,ASUS,12 meses,INTEL CORE I3-1005G1,4 GB,128 GB SSD,,,Windows 10 Home,14 Pulgadas,1.639.900
https://www.exito.com/computador-portatil-acer-nitro-an515-55-ci5-10300h-156-pulgadas-fhd-ram-8gb-512ssd-m2-linux-color-negro-102373091-mp/p,ACER,12 meses,,8 GB,512 GB,4 GB,4 GB,Linux,15.6 Pulgadas,3.119.000
https://www.exito.com/computador-dell-core-i3-1115g4-8gb-ssd256-gb-156-pulgadas-inspiron-15-3501-102589564-mp/p,DELL,12 meses,,8 GB,256 GB,,,Ubuntu,15.6 Pulgadas,1.499.900
https://www.exito.com/computador-lenovo-amd-ryzen-7-3700u-8-gb-512-gb-ssd-156-ideapad-15ada7-102674832-mp/p,LENOVO,12 meses,,8 GB,512 GB,,,Windows,15.6 Pulgadas,2.400.000
https://www.exito.com/portatil-asus-ux482ea-ka143t-3016623/p,ASUS,12 meses,Intel Core i7-1165G7,8 GB,512 GB SSD,,,Windows 10,14 Pulgadas,6.499.000
https://www.exito.com/computador-portatil-hp-amd-athlon-3020e-14-pulgadas-ram-8gb-256gb-ssd-245-g8-102015027-mp/p,HP,12 meses,,8 GB,256 GB,,,Linux,14.1 pulgadas,1.249.000
https://www.exito.com/computador-portatil-janus-i5-8259u-8gb-ssd-512gb-lcd-14-102079278-mp/p,JANUS,12 meses,INTEL,8 GB,512 GB,,,Windows,14 Pulgadas,1.739.000
https://www.exito.com/portatil-asus-m515da-amd-ryzen-5-3500u-ssd-256-hdd-1tb-ram-12gb-102140520-mp/p,ASUS,12 meses,RYZEN 5 3500U,12 GB,Híbrido,,,Windows,15.6 Pulgadas,2.329.000
https://www.exito.com/computador-dell-core-i3-1115g4-12gb-ssd256-gb-156-pulgadas-inspiron-15-3511-102589563-mp/p,DELL,12 meses,,12 GB,256 GB,,,Ubuntu,15.6 Pulgadas,1.569.900
https://www.exito.com/computador-portatil-hp-15-ef2507la-ryzen-5-5500u-8gb-512gb-ssd-15-hd-win-11-102149929-mp/p,HP,12 meses,Procesador AMD Ryzen 5 5500U,8 GB,512 GB,,,Windows,15 Pulgadas,2.189.900
https://www.exito.com/computador-portatil-acer-156-pulgadas-pulgadas-a515-54-intel-core-i5-4gb-ram-disco-duro-1tb-negro-101994213-mp/p,ACER ASPIRE,12 meses,Intel Core i5 10210U,4 GB,Mecánico 1 TB,,,Windows 10,15.6 Pulgadas,1.795.000
https://www.exito.com/computador-asus-zenbook-14-amd-ryzen-5-5500u-8-gb-512-gb-um425-windos-11-8-nucleos-102693445-mp/p,ASUS,12 meses,,8 GB,512 GB,,,Windows,14.1 pulgadas,2.750.000
https://www.exito.com/computador-portatil-lenovo-intel-i3-1115g4-512gb-ssd-4gb-ram-14-pulgadas-fhd-ideapad3-102559564-mp/p,LENOVO,12 meses,,4 GB,512 GB,,,DOS,14 Pulgadas,1.499.900
https://www.exito.com/computador-dell-core-i3-1115g4-4gb-ssd256-gb-156-pulgadas-inspiron-15-3511-102589578-mp/p,DELL,12 meses,,4 GB,256 GB,,,Ubuntu,15.6 Pulgadas,1.399.900
https://www.exito.com/computador-portatil-gamer-lenovo-ideapad-gaming3-15ach6-ryzen-7-5800h-ssd-512gb-ram-16gb-gpu-rtx-3060-6gb-15-windows-11-102754806-mp/p,LENOVO,12 meses,RYZEN 7 5800H,16 GB,512 GB,RTX 3060,6 GB,Windows,15 Pulgadas,6.688.250
https://www.exito.com/computador-portatil-core-i5-1135g7-256gb-ssd-16gb-ram-14-pulgadas-14-dq2520la-102735516-mp/p,HP,12 meses,,16 GB,256 GB,,,DOS,14 Pulgadas,1.737.990
https://www.exito.com/computador-portatil-acer-ryzen-5-7520u-512gb-ssd-8gb-ram-156-pulgadas-fhd-a315-56-35z6-102735496-mp/p,ACER ASPIRE,12 meses,,8 GB,512 GB,,,Sin Sistema Operativo,15.6 Pulgadas,2.259.990
https://www.exito.com/computador-portatil-hp-amd-ryzen-7-5700u-16-gb-512-gb-ssd-15-ef2500la-3071596/p,HP,12 meses,AMD Ryzen 7 5700U,16 GB,512 GB SSD,,,Windows 11 Home,15.6 Pulgadas,3.289.000
https://www.exito.com/computador-portatil-janus-i5-8259u-ssd-1tb-lcd-14-pulgadas-102441426-mp/p,JANUS,12 meses,INTEL,8 GB,Disco sólido 1TB,,,Windows 10,14.1 pulgadas,1.723.000
https://www.exito.com/computador-portatil-acer-156-pulgadas-a515-54-i3-8dhi-101837775-mp/p,ACER,12 meses,,8 GB,Híbrido,,,Windows,15.6 Pulgadas,2.347.900
https://www.exito.com/computador-portatil-hp-15-ryzen-5-5500u-8gb-ram-256gb-ssd-156-pulgadas-15-ef2523la-102735499-mp/p,HP,12 meses,,8 GB,256 GB,,,DOS,15.6 Pulgadas,1.749.990
https://www.exito.com/computador-portatil-dell-core-i5-11320h-256gb-ssd-24gb-ram-14-pulgadas-fhd-vostro-5410-102735501-mp/p,DELL,12 meses,,24 GB,256 GB,,,Linux,14 Pulgadas,2.999.990
https://www.exito.com/computador-portatil-hp-15-ryzen-5-5500u-8gb-ram-256gb-ssd-156-pulgadas-15-ef2523la-102735512-mp/p,HP,12 meses,AMD Ryzen 5 5500U,12 GB,256 GB,,,DOS,15.6 Pulgadas,1.899.990
https://www.exito.com/computador-portatil-janus-intel-core-i5-1035g1-ram-8gb-512gb-ssd-14-pulgadas-101487408-mp/p,JANUS,12 meses,INTEL,8 GB,512 GB,,,Windows 10,14 Pulgadas,2.114.000
https://www.exito.com/computador-portatil-janus-i3-10110u-ssd-1tb-lcd-14-pulgadas-102441423-mp/p,JANUS,12 meses,INTEL,8 GB,Disco sólido 1TB,,,Windows 10,14.1 pulgadas,1.430.000
https://www.exito.com/computador-portatil-janus-i5-1035g1-ssd-1tb-lcd-14-pulgadas-102441420-mp/p,JANUS,12 meses,INTEL,8 GB,Disco sólido 1TB,,,Windows 10,14.1 pulgadas,2.686.000
https://www.exito.com/computador-portatil-hp-15-ryzen-5-5500u-24gb-ram-256gb-ssd-156-pulgadas-15-ef2523la-102735514-mp/p,HP,12 meses,,24 GB,256 GB,,,DOS,15.6 Pulgadas,2.029.990
https://www.exito.com/computador-portatil-acer-a314-22-r38256-102043533-mp/p,ACER,12 meses,Core i3,4 GB,Mecánico 256 GB,,,Windows 10,6 pulgadas,2.230.900
https://www.exito.com/computador-portatil-core-i5-1135g7-256gb-ssd-20gb-ram-14-pulgadas-14-dq2520la-102735509-mp/p,HP,12 meses,,20 GB,256 GB,,,FreeDos,14 Pulgadas,1.959.990
https://www.exito.com/computador-portatil-dell-core-i5-11320h-256gb-ssd-8gb-ram-14-pulgadas-fhd-vostro-5410-102735518-mp/p,DELL,12 meses,,8 GB,256 GB,,,Linux,14 Pulgadas,2.599.990
https://www.exito.com/computador-portatil-dell-core-i5-11320h-256gb-ssd-16gb-ram-14-pulgadas-fhd-vostro-5410-102735517-mp/p,DELL,12 meses,,16 GB,256 GB,,,Linux,14 Pulgadas,2.699.900
https://www.exito.com/computador-lenovo-intel-core-i5-1235u-8-gb-512-gb-ssd-ideapad-1-3114619/p,SSD LENOVO,1 año,Intel Core i5-1235U,8 GB,512 GB SSD,Intel Iris X,,Windows 11 Home Single Language,14 Pulgadas,3.027.100
https://www.exito.com/computador-acer-aspire-5-a314-36p-39an-intel-core-i3-8-nucleos-8-gb-ram-512-gb-ssd-3125210/p,SSD ACER,12 meses,Intel Core i3 N305,8 GB,512 GB SSD,,,Windows 11,14 Pulgadas,3.299.000
https://www.exito.com/computador-acer-aspire-5-a514-54-534j-intel-core-i5-4-nucleos-8-gb-ram-512-gb-ssd-3125209/p,SSD ACER,12 meses,Intel Core i5 1135G7,8 GB,512 GB SSD,,,Windows 11,15.6 Pulgadas,4.599.000
https://www.exito.com/computador-asus-intel-core-i5-4-nucleos-8-gb-ram-512-gb-ssd-3122526/p,SSD ASUS,1 año,Intel Core i5-1035G1,8 GB,512 GB SSD,,,Windows 11 Home,15.6 Pulgadas,3.899.000
https://www.exito.com/computador-portatil-lenovo-256gb-4gb-intel-i5-azul-102735758-mp/p,LENOVO,12 meses,,4 GB,256 GB,,,Windows,14 Pulgadas,1.828.000
https://www.exito.com/computador-portatil-core-i5-1135g7-256gb-ssd-8gb-ram-14-pulgadas-14-dq2520la-102735510-mp/p,HP,12 meses,,8 GB,256 GB,,,DOS,14 Pulgadas,1.819.990
https://www.exito.com/computador-portatil-dell-core-i5-11320h-256gb-ssd-12gb-ram-14-pulgadas-fhd-vostro-5410-102735505-mp/p,DELL,12 meses,,12 GB,256 GB,,,Linux,14 Pulgadas,2.670.990
https://www.exito.com/computador-portatil-core-i5-1135g7-256gb-ssd-4gb-ram-14-pulgadas-14-dq2520la-102735502-mp/p,HP,12 meses,,4 GB,256 GB,,,Endless,14 Pulgadas,1.749.990
https://www.exito.com/portatil-janus-i5-1035g1-memoria-ram-8gb-disco-256gb-pantalla-14-101303105-mp/p,JANUS,12 meses,Core i5-1035G1,8 GB,256 GB,,,Windows 10,14 Pulgadas,2.068.000
https://www.exito.com/portatil-dell-vostro-3400-core-i5-1135g7-20gb4gb16gb-1tb-500gb-14-102402322-mp/p,DELL,12 meses,,20 GB,Híbrido,,,Linux,14 Pulgadas,2.178.999
https://www.exito.com/portatil-hp-amd-ryzen-5-5500u-ram-16gb-512gb-ssd-windows-11-15ef2506la-102342740-mp/p,HP,12 meses,,16 GB,512 GB,,,Windows,15.6 Pulgadas,2.300.000
https://www.exito.com/portatil-hp-245-g8-amd-ryzen-5-5500u-8gb-256ssd-14-pulgadas-win-10-prueba-102191611-mp/p,HP,12 meses,Amd Ryzen 5 5500u,8 GB,256 GB,,,windows 10 profesional no licenciado de prueba,14 Pulgadas,1.449.888
https://www.exito.com/portatil-asus-m515da-amd-ryzen-5-3500u-ssd-512-hdd-1tb-ram-16gb-102140514-mp/p,ASUS,12 meses,,16 GB,Híbrido,,,Endless,15.6 Pulgadas,1.959.900
https://www.exito.com/portatil-hp-14-dq0517la-intel-celeron-n4120-ram-8gb-ssd-256gb-win-10-preinstalado-102550064-mp/p,HP,12 meses,intel celeron n4120,8 GB,256 GB,,,Windows 10,14 Pulgadas,998.900
https://www.exito.com/portatil-asus-x415ja-bv2029-intel-core-i3-1005g1-ram-12-gb-ssd-256-pantalla-14-pulgadas-102410359-mp/p,ASUS,12 meses,,12 GB,256 GB,,,Endless,14 Pulgadas,1.479.000
https://www.exito.com/portatil-hp-amd-ryzen-5-5500u-ram-20gb-4gb16gb-ssd-256gb-102403361-mp/p,HP,12 meses,,20 GB,256 GB,,,FreeDos,14 Pulgadas,1.689.900
https://www.exito.com/portatil-asus-pro-amd-ryzen-5-5600h-8gb-512ssd-15-oled-m3500-102251233-mp/p,ASUS,12 meses,,8 GB,512 GB,,,FreeDos,15.6 Pulgadas,2.469.000
https://www.exito.com/portatil-lenovo-114igl05-celeron-n4020-4gb-128gbssd-win10-101350097-mp/p,LENOVO,12 meses,,4 GB,128 GB,,,Windows 10,14 Pulgadas,849.199
https://www.exito.com/portatil-dell-inspiron-amd-ryzen-5-3450u-ssd-512-hdd-1tb-ram-20gb-102104184-mp/p,DELL,12 meses,RYZEN 5 3450U,20 GB,Híbrido,,,Windows 10,15.6 Pulgadas,2.192.590
https://www.exito.com/macbook-air-chip-m1-con-cpu-8c-ygpu-7c-256gb-oro-101059120-mp/p,APPLE,12 meses,M1,8 GB,256 GB,,,Mac Os,13.3 Pulgadas,4.529.000
https://www.exito.com/macbook-air-chip-m1-cpu-8c-y-gpu-7c-256gb-133-gris-espacial-101313166-mp/p,APPLE,12 meses,M1,8 GB,256 GB,,,Mac Os,13.3 Pulgadas,4.697.499
https://www.exito.com/portatil-hp-core-i5-10ma-20gb-ram-256-ssd-laptop-14-cf2522la-102360321-mp/p,HP,12 meses,,20 GB,256 GB,,,Windows,14 Pulgadas,1.824.900
https://www.exito.com/portatil-asus-m3500qa-l1224-ryzen-7-5800h-16gb-512-ssd-endless-102127378-mp/p,ASUS,12 meses,AMD Ryzen 7-5800H,16 GB,512 GB,,,Windows,15.6 Pulgadas,4.218.000
https://www.exito.com/portatil-dell-inspiron-3501-intel-core-i3-1115g4-4gb-1tb-156-pulgadas-102013546-mp/p,DELL,12 meses,,4 GB,Mecánico 500 GB,,,Linux,15.6 Pulgadas,1.259.800
https://www.exito.com/portatil-hp-245-g8-amd-ryzen-3-5300u-12-gb-256-gb-14-pulgadas-102634650-mp/p,HP,12 meses,AMD Ryzen 3 5300U,16 GB,256 GB,,,windows de prueba,14 Pulgadas,1.399.900
https://www.exito.com/macbook-air-de13pulgadas-ch-apple-mgn63laa-3018194/p,SSD APPLE,1 año,Apple Silicon M1,8 GB,256 GB SSD,,,Mac Os,13.3 Pulgadas,6.019.000
https://www.exito.com/portatil-dell-vostro-3400-core-i5-1135g7-ram-4gb-hdd-1-tb-freedos-101329267-mp/p,DELL,12 meses,Intel Core i5 1135G7,4 GB,Mecánico 1 TB,,,FreeDos,14 Pulgadas,1.659.000
https://www.exito.com/portatil-asus-tuf-fx506l-core-i5-10th-8gb-512gb-ssd-tv-gtx1650-de-4gb-102107233-mp/p,ASUS,12 meses,Intel Core i5-10300H,8 GB,512 GB,GTX1650,4 GB,FreeDos,15.6 Pulgadas,3.529.000
https://www.exito.com/macbook-pro-13-apple-mneh3ea-apple-apple-m2-8-gb-256-gb-ssd-mneh3ea-3081338/p,SSD APPLE,1 año,Chip M2  de Apple,8 GB,256 GB SSD,,,Mac Os,13.3 Pulgadas,8.459.000
https://www.exito.com/portatil-ideapad-3-14itl6-intel-core-i5-ram-8gb-unidad-ssd-256gb-pantalla-14-pulgadas-fhd-102174109-mp/p,LENOVO,12 meses,Intel Core i5-1135G7,8 GB,256 GB,,,Linux,14 Pulgadas,1.847.850
https://www.exito.com/portatil-dell-vostro-14-3400-amd-ryzen5-8gb-256gb-ssd-ubuntu-101635139-mp/p,DELL,12 meses,AMD RYZEN 5 3450U,8 GB,256 GB,,,Ubuntu,14 Pulgadas,1.478.899
https://www.exito.com/portatil-hp-14ck2101la-celeron-n4020-4gb-1tb-freedos-101372795-mp/p,HP,12 meses,,4 GB,Mecánico 500 GB,,,Sin Sistema Operativo,14.1 pulgadas,860.500
https://www.exito.com/portatil-dell-ryzen-5-3450u-8gb-8gb-ssd-256gb-14-vostro-3405-102315533-mp/p,DELL,12 meses,,16 GB,256 GB,,,Ubuntu,14 Pulgadas,1.698.999
https://www.exito.com/portatil-lenovo-ip-3-14itl6-4gbssd256gb-intel-core-i3-1115g4-14-pulgadas-101972884-mp/p,LENOVO,12 meses,,4 GB,256 GB,,,Windows,14 Pulgadas,1.764.000
https://www.exito.com/macbook-air-chip-m1-con-cpu-8c-ygpu-7c-256gb-plata-101059131-mp/p,APPLE,12 meses,M1,8 GB,256 GB,,,Mac Os,13.3 Pulgadas,4.695.900
https://www.exito.com/portatil-dell-vostro-3405-16gb-ram-256gb-ssd-1tb-hdd-14-pulgadas-hd-102096641-mp/p,DELL,12 meses,Ryzen 5 3450U,16 GB,Híbrido,,,Ubuntu,15.6 Pulgadas,1.922.840
https://www.exito.com/portatil-hp-15-ef2503la-amd-ryzen-3-ram-4-gb-ssd-256-gb-102104322-mp/p,HP,12 meses,,4 GB,256 GB,,,Windows,15.6 Pulgadas,1.390.000
https://www.exito.com/portatil-hp-245-g8-amd-ryzen-3-5300u-8-gb-256-gb-14-pulgadas-102634648-mp/p,HP,12 meses,,8 GB,256 GB,,,,14 Pulgadas,1.199.900
https://www.exito.com/nuevo-macbook-pro-chip-m2-133-pulgadas-cpu-8c-y-gpu-10c-256gb-2022-gris-espacial-102191240-mp/p,APPLE,12 meses,,8 GB,256 GB,,,Mac Os X,13.3 Pulgadas,6.649.690
https://www.exito.com/portatil-dell-vostro-corei5-1135g7-12gb-ram-256gb-ssd-1tb-hdd-14-pulgadas-102129963-mp/p,DELL,12 meses,,12 GB,Híbrido,,,Ubuntu,14 Pulgadas,2.049.900
https://www.exito.com/portatil-dell-vostro-3400-intel-ci5-1135-8gb-ram-disco-ssd-256gb-pantalla-14-windows-102555408-mp/p,DELL,12 meses,,8 GB,Mecánico 500 GB,,,Windows,14.1 pulgadas,1.899.000
https://www.exito.com/portatil-hp-245-g8-amd-ryzen3-3250u-ram8gb-256gb-ssd-14pulg-101970560-mp/p,HP,12 meses,amd Ryzen,8 GB,256 GB,,,Linux,14 Pulgadas,1.199.900
https://www.exito.com/macbook-pro-13-apple-mly33ea-apple-apple-m2-8-gb-256-gb-ssd-mly33ea-3081330/p,SSD APPLE,1 año,Chip M2  de Apple,8 GB,256 GB SSD,,,Mac Os,13.6 Pulgadas,7.929.000
https://www.exito.com/laptop-asus-vivobook-ryzen-7-5700u-16gb-512gb-oled-156-m513-102254806-mp/p,ASUS,12 meses,Ryzen 7 5700U,16 GB,512 GB,,,FreeDos,15.6 Pulgadas,3.450.000
https://www.exito.com/portatil-asus-tuf-f15-core-i5-11300h-ram-16-gb-ssd-512-gb-rtx-3050-4gb-endless-102363937-mp/p,ASUS,12 meses,COREI5,16 GB,512 GB,RTX 3050,4 GB,Endless,15.6 Pulgadas,4.399.000
https://www.exito.com/portatil-asus-tuf-fx506lh-hn002-corei5-16gb-ram-512gb-ssd-156-pulgadas-fhd-144hz-102101697-mp/p,ASUS,12 meses,Corei5 10300H,16 GB,512 GB,GTX1650,4 GB,Endless,15.6 Pulgadas,3.799.000
https://www.exito.com/portatil-lenovo-ryzen-7-5700u-ram-8gb-ssd-512gb-v14-102407005-mp/p,LENOVO,12 meses,,8 GB,512 GB,,,FreeDos,14 Pulgadas,2.390.000
https://www.exito.com/portatil-asus-m1402ia-ek094-ryzen-5-ram-8gb-512gb-14-full-hdmouse-102374502-mp/p,ASUS,12 meses,,8 GB,512 GB,,,FreeDos,14.1 pulgadas,2.188.788
https://www.exito.com/portatil-hp-amd-ryzen-5-5500u-ram-12gb-4gb8gb-ssd-256gb-14-fq1052la-102402183-mp/p,HP,12 meses,,12 GB,256 GB,,,FreeDos,14.1 pulgadas,1.659.000
https://www.exito.com/portatil-hp-240-g8-core-i5-11ava-gen-ram-16gb-ssd-256gb-hdd-1tb-windows-10-pro-102642792-mp/p,HP,12 meses,,16 GB,Híbrido,,,Windows 10,14 Pulgadas,2.499.900
https://www.exito.com/portatil-hp-245-g7-amd-athlon-3020e-8gb-500gb-win10home-101478151-mp/p,HP,12 meses,Amd Athlon 3020e,8 GB,500 GB,,,Windows,14 Pulgadas,990.000
https://www.exito.com/producto-mejorado-portatil-asus-e410ma-celeron-n4020-256gb-ssd4gb-ram14-pulgadas-hd-102084911-mp/p,ASUS,12 meses,Celeron,4 GB,256 GB,,,FreeDos,14 Pulgadas,1.439.900
https://www.exito.com/computador-macbook-pro-apple-apple-apple-m2-16-gb-512-gb-ssd-mphe3ea-3112276/p,SSD APPLE,1 año,Chip M2 Pro de Apple,16 GB,512 GB SSD,,,Mac Os,14 Pulgadas,13.219.000
https://www.exito.com/macbook-pro-13-apple-mlxx3ea-apple-apple-m2-8-gb-512-gb-ssd-mlxx3ea-3081332/p,SSD APPLE,1 año,Chip M2  de Apple,8 GB,512 GB SSD,,,Mac Os,13.6 Pulgadas,7.289.000
https://www.exito.com/macbook-air-chip-m1-con-cpu-8c-ygpu-7c-256gb-gris-espacial-101059487-mp/p,APPLE,12 meses,M1,8 GB,256 GB,,,Mac Os,13.3 Pulgadas,4.693.390
https://www.exito.com/portatil-hp-14-cf2514la-core-i3-10110u-4gb-256gb-ssd-win-10-102011020-mp/p,HP,12 meses,,4 GB,256 GB,,,Windows 10,14 Pulgadas,1.449.900
https://www.exito.com/portatil-asus-x509uaej345-15-core-i3-4gb-256gb-ssd-endless-101316335-mp/p,ASUS,12 meses,Intel Core i3-7020U Processor 2,4 GB,256 GB,,,Endless,15.6 Pulgadas,1.358.900
https://www.exito.com/portatil-lenovo-ideapad-gaming-3-15imh05-i5-10300h-8gb-512-ssd-gtx-1650ti-wndos-10-home-102553214-mp/p,LENOVO,12 meses,intel core i5,8 GB,512 GB,GTX1650,,Windows,15 Pulgadas,3.600.000
https://www.exito.com/portatil-dell-inspiron-15-3515-ryzen-5-3450u-ram-8gb-ssd-256gb-ubuntu-156-fh-102018173-mp/p,DELL,12 meses,AMD Ryzen 5 3450U,8 GB,256 GB,,,Ubuntu,15.6 Pulgadas,1.648.859
https://www.exito.com/portatil-dell-inspiron-15-3505-ryzen-5-3450u-ram-16gb-ssd-256gb-1tb-win-10-156-hd-102040998-mp/p,DELL,12 meses,ryzen 5,16 GB,256 GB,,,Windows,15 Pulgadas,2.195.000
https://www.exito.com/portatil-asus-k513ea-bq1796-core-i5-1135g7-8gb-512gb-linux-102071039-mp/p,ASUS,12 meses,Intel Core i5-1135G7 a 2,8 GB,512 GB,,,Linux,15.6 Pulgadas,2.399.900
https://www.exito.com/portatil-asus-14-core-i3-4gb-ram-256gb-ssd-win-11-home-negro-mouse-morral-102280920-mp/p,ASUS,12 meses,core i3,4 GB,256 GB,,,Windows 11 home,14.1 pulgadas,1.397.900
https://www.exito.com/macbook-pro-13-apple-mlxw3ea-apple-apple-m2-8-gb-256-gb-ssd-mlxw3ea-3081336/p,SSD APPLE,1 año,Chip M2  de Apple,8 GB,256 GB SSD,,,Mac Os,13.6 Pulgadas,7.929.000
https://www.exito.com/portatil-hp-255-g7-athlon-3020e-4g-ram-500gb-dd-windows-10-home-15-pulg-negro-100979985-mp/p,HP,12 meses,,4 GB,Mecánico 500 GB,,,Windows,15 Pulgadas,1.169.000
https://www.exito.com/portatil-huawei-matebook-b3-intel-core-i5-ssd-512gb-8gb-windows-10-pro-102445376-mp/p,HUAWEI,12 meses,,8 GB,512 GB,,,Windows 10,14 Pulgadas,2.199.900
https://www.exito.com/laptop-hp-14-cf2522la-intel-core-i5-4-gb-256-gb-ssd-14-hd-freedos-102388863-mp/p,HP,12 meses,Intel Core i5-10210U,4 GB,256 GB,,,FreeDos,14.1 pulgadas,1.679.000
https://www.exito.com/portatil-asus-tuf-fa506qm-hn008-r7-5800h-16gb-512gb-rtx-3060-free-102439633-mp/p,ASUS,12 meses,AMD,16 GB,512 GB,RTX 3060,6 GB,FreeDos,15 Pulgadas,7.159.000
https://www.exito.com/portatil-asus-m1402ia-ek094-ryzen-5-ram-16gb-512gb-14-fhd-102333973-mp/p,ASUS,12 meses,,16 GB,512 GB,,,Linux,14.1 pulgadas,2.197.885
https://www.exito.com/portatil-hp-15da2033la-pentium-gold-6405u-4gb-128gbssd-win10-101350126-mp/p,HP,12 meses,,4 GB,128 GB,,,Windows 10,15.6 Pulgadas,996.900
https://www.exito.com/portatil-lenovo-ideapad-amd-ryzen-5-5500u-4gb-16gb-ssd-512gb-14-pulgadas-102548538-mp/p,LENOVO,12 meses,,20 GB,512 GB,,,FreeDos,14 Pulgadas,2.290.000
https://www.exito.com/portatil-asus-x415ea-intel-core-i5-1135g7-ram-12gb-ssd-512gb-endless-14-pulgadas-fhd-102389405-mp/p,ASUS,12 meses,,12 GB,512 GB,,,Endless,14.1 pulgadas,2.299.900
https://www.exito.com/portatil-acer-156-pulgadas-intel-ci3-ram-12gb-1tb-ssd-black-102523299-mp/p,ACER,12 meses,i3,12 GB,Disco sólido 1TB,,,LINUX,15.6 Pulgadas,1.824.999
https://www.exito.com/portatil-hp-245-g8-amd-ryzen-3-5300u-12-gb-256-ssd-14-pulgadas-102634646-mp/p,HP,12 meses,,12 GB,256 GB,,,,14 Pulgadas,1.359.900
https://www.exito.com/macbook-pro-16-chip-m1-pro-ap-apple-mk183ea-3046719/p,SSD APPLE,1 año,Chip M1 Pro de Apple,16 GB,512 GB SSD,,,Mac Os,16 Pulgadas,11.849.900
https://www.exito.com/portatil-hp-notebook-240-g8-core-i3-1005g1-8gb-1tb-linux-102018227-mp/p,HP,12 meses,Core i3,8 GB,Mecánico 1 TB,,,Linux,14.1 pulgadas,1.459.900
https://www.exito.com/macbook-pro16-m1-max-32gb-1tb-gris-espacial-espanol-102215754-mp/p,APPLE,12 meses,,32 GB,Disco sólido 1TB,,,Mac Os,16 Pulgadas,17.239.000
https://www.exito.com/portatil-asus-m409dabv497-ryzen-5-dd-1-tb-ram-4-gb-endless-14-100817694-mp/p,ASUS,12 meses,INTEL CORE I3 7020U,4 GB,Mecánico 1 TB,,,Linux,15.6 Pulgadas,1.449.900
https://www.exito.com/portatil-asus-k513ea-bq2213-core-i7-8-gb-ssd-512gb-156-pulgadas-fhd-endless-102110936-mp/p,ASUS,12 meses,Intel Core i7-1165G7 Processor  Base2,8 GB,512 GB,,,Endless,15.6 Pulgadas,3.184.888
https://www.exito.com/portatil-lenovo-3-14are05-amd-ryzen3-ram4gb-256gbssd-14pulgadas-101787698-mp/p,LENOVO,12 meses,AMD RYZEN 3 4300U,4 GB,256 GB,,,FreeDos,14 Pulgadas,1.587.850
